Date,Open,High,Low,Close,Adjusted Close,Volume,Start Date,End Date,President,House,Senate,Sector
2016-12-02,73.07,76.06,70.07,74.83,52.9245,127723575,2015-01-20,2017-01-19,Democratic,Republican,Republican,Energy
2016-11-25,72.13,73.3138,71.9,72.72,51.4322,53138375,2015-01-20,2017-01-19,Democratic,Republican,Republican,Energy
2016-11-18,69.21,72.39,68.83,71.13,50.3077,70703790,2015-01-20,2017-01-19,Democratic,Republican,Republican,Energy
2016-11-11,68.54,71.28,68.54,69.46,49.1265,90287355,2015-01-20,2017-01-19,Democratic,Republican,Republican,Energy
2015-01-16,75.39,75.39,71.7,75.23,50.6249,199214552,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2015-01-09,78.42,78.45,74.5899,76.36,51.3853,171456243,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2015-01-02,80.29,81.0,78.38,79.53,53.5185,86663246,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2014-12-26,79.97,80.99,78.92,80.11,53.9088,88275321,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2014-12-19,74.63,80.67,72.51,80.57,54.2184,266229030,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2014-12-12,79.2,79.5,73.89,74.02,49.5123,204981086,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2014-12-05,79.39,82.61,78.67,80.28,53.6997,163400673,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2014-11-28,88.21,88.69,79.575,79.82,53.392,102643480,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2014-11-21,85.68,89.215,85.23,88.5,59.1981,92242497,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2014-11-14,88.55,88.96,83.95,86.21,57.6663,107502245,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Energy
2013-01-18,73.57,75.49,73.19,75.49,48.8484,50530300,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2013-01-11,73.45,73.72,72.52,73.61,47.6318,37454800,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2013-01-04,69.71,73.89,69.57,73.79,47.7483,50009300,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2012-12-28,71.92,71.99,69.77,69.83,45.1859,33573100,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2012-12-21,71.46,73.3901,71.33,72.07,46.6353,52989700,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2012-12-14,71.53,72.825,70.91,71.22,45.8493,43112800,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2012-12-07,71.6,71.7,70.37,71.56,46.0682,52184600,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2012-11-30,70.99,71.71,69.43,71.06,45.7463,48082600,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2012-11-23,69.86,71.61,69.74,71.61,46.1004,29541500,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2012-11-16,69.82,70.31,67.77,68.92,44.3687,72254900,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Energy
2011-01-14,68.07,70.67,67.49,70.65,44.2193,58723400,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2011-01-07,68.9,69.19,67.5,68.28,42.7359,58553500,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2010-12-31,67.09,68.5,66.91,68.25,42.7171,25246200,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2010-12-17,66.31,66.97,65.25,65.89,41.24,57863300,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2010-12-10,65.77,67.0,65.0368,65.9,41.0637,67311300,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2010-12-03,62.2,65.94,61.63,65.82,41.0139,81666300,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2010-11-26,63.24,63.43,61.58,62.51,38.9514,69878500,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2010-11-19,63.33,63.61,60.96,63.59,39.6243,78682200,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2010-11-12,61.95,63.89,61.91,62.94,39.2193,85745800,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Energy
2009-01-16,47.97,48.13,44.0,46.54,28.0587,209593600,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2009-01-09,50.04,53.19,48.45,48.64,29.3248,208454100,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2009-01-02,46.25,50.67,45.56,50.15,30.2352,88808500,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2008-12-26,46.29,46.46,43.92,45.16,27.2267,71914500,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2008-12-19,49.24,50.54,45.79,46.0,27.7332,211267200,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2008-12-12,45.95,50.785,45.52,48.28,28.9574,215391700,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2008-12-05,48.25,48.25,40.53,44.16,26.4863,224660200,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2008-11-28,45.62,51.45,44.82,50.28,30.157,157424300,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2008-11-21,47.29,48.96,39.82,44.42,26.6423,287614100,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2008-11-14,51.32,51.91,43.01,47.77,28.6516,236699500,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Energy
2007-01-19,55.2,56.6,54.58,56.58,33.2693,129948500,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2007-01-12,56.48,56.7,53.89,55.44,32.599,188402200,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2007-01-05,58.31,58.39,55.19,55.92,32.8812,136650900,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-12-29,58.5,59.65,58.19,58.63,34.4747,39691600,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-12-22,60.91,61.1,58.5,58.59,34.4512,109709100,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-12-15,60.01,62.13,59.8,61.01,35.8742,98063700,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-12-08,60.3,61.4,60.03,60.27,35.3327,92769100,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-12-01,57.74,60.83,57.03,60.72,35.5965,107731300,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-11-24,56.71,58.14,56.51,57.54,33.7322,63401100,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-11-17,57.01,58.62,55.92,57.1,33.4743,112660700,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2006-11-10,56.48,58.6,55.6,57.45,33.6795,111892900,2005-01-20,2007-01-19,Republican,Republican,Republican,Energy
2005-01-14,35.35,36.47,35.0,36.46,20.9071,14919500,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2005-01-07,36.1,36.2,34.54,34.97,20.0527,24040600,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2004-12-31,36.0,36.5,35.85,36.32,20.8268,10557300,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2004-12-17,35.6,36.65,35.6,36.05,20.672,16584300,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2004-12-10,36.58,36.58,34.76,35.55,20.3115,15568100,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2004-12-03,37.85,37.85,35.36,35.99,20.5629,23744100,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2004-11-26,36.43,37.9,36.38,37.66,21.5171,10147000,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2004-11-19,35.75,36.51,34.91,36.38,20.7857,16655700,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2004-11-12,35.72,35.945,34.59,35.9,20.5115,20493500,2003-01-20,2005-01-19,Republican,Republican,Republican,Energy
2003-01-17,22.17,22.53,21.89,22.22,12.2983,2005900,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2003-01-10,22.8,23.07,21.92,22.09,12.2263,2111300,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2003-01-03,22.35,22.9,21.95,22.76,12.5971,596400,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2002-12-27,23.05,23.11,22.16,22.18,12.2761,862600,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2002-12-20,22.91,23.38,22.53,22.94,12.6968,2101300,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2002-12-13,22.8,23.15,22.4,22.87,12.5946,1413200,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2002-12-06,22.53,22.97,22.28,22.9,12.6111,1956100,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2002-11-29,21.93,22.48,21.74,22.44,12.3578,411400,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2002-11-22,21.99,22.56,21.71,22.02,12.1265,766900,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
2002-11-15,21.75,22.05,20.8,21.88,12.0494,1397100,2001-01-20,2003-01-19,Republican,Republican,Democratic,Energy
